ref_area,time,n_strikes_lockouts,workers_involved,days_not_worked
Latvia,2004,,,0
Latvia,2005,0,0,0
Latvia,2006,0,0,0
Latvia,2007,0,0,0
Latvia,2008,14,0.812,3254
Latvia,2009,2,0.029,58
Latvia,2010,0,0,0
Latvia,2011,0,0,0
Latvia,2012,1,0.035,560
Latvia,2013,0,0,0
Latvia,2014,0,0,0
Latvia,2015,250,22.854,22018
Latvia,2016,0,0,0
Latvia,2017,15,0.061,118
Latvia,2018,0,0,0
Latvia,2019,0,0,0
Latvia,2020,0,0,0
Latvia,2021,0,0,0
Latvia,2022,5,0.193,93
Latvia,2023,37,1.513,2203
Latvia,2024,0,0,0
Lithuania,2000,56,3.303,10394
Lithuania,2001,34,1.703,2167
Lithuania,2002,0,0,3055
Lithuania,2003,0,0,0
Lithuania,2004,0,0,0
Lithuania,2005,1,0.07,834
Lithuania,2006,0,0,0
Lithuania,2007,161,7.033,9559
Lithuania,2008,112,7.961,31601
Lithuania,2012,193,5.558,3080
Lithuania,2014,78,,1591
Lithuania,2015,296,7.126,2428
Lithuania,2016,242,6.295,35646
Lithuania,2017,1,2.205,552
Lithuania,2018,196,4.498,32214
Lithuania,2019,2,6.81,1874
Lithuania,2022,2,,
Lithuania,2023,2,7.869,24077
Madagascar,1981,8,1.028,2936
Madagascar,1982,8,2.233,16155
Madagascar,1983,18,0.324,2642
Malaysia,1980,38,5.016,24549
Malaysia,1981,31,6.789,20167
Malaysia,1982,28,3.525,9970
Malaysia,1983,25,2.598,8020
Malaysia,1984,19,2.751,11516
Malaysia,1985,25,9.021,36030
Malaysia,1986,23,3.957,14328
Malaysia,1987,13,3.178,11035
Malaysia,1988,9,2.192,5784
Malaysia,1989,17,4.761,22877
Malaysia,1990,17,98.51,301978
Malaysia,1991,23,4.207,23448
Malaysia,1992,17,6.11,16164
Malaysia,1993,18,2.399,7162
Malaysia,1994,15,2.289,5675
Malaysia,1995,13,1.748,4884
Malaysia,1996,9,0.995,2553
Malaysia,1997,5,0.812,2396
Malaysia,1998,12,1.778,2685
Malaysia,1999,11,3.452,10554.5
Malaysia,2000,11,2.969,6068
Malaysia,2001,13,2.209,5599
Malaysia,2002,4,0.506,1638
Malaysia,2003,2,,
Malaysia,2014,0,0,0
Malaysia,2015,0,0,0
Malaysia,2016,0,0,0
Malaysia,2017,0,0,0
Malaysia,2022,0,0,0
Malta,1971,23,2.103,24070
Malta,1972,42,11.999,14677
Malta,1973,60,12.513,42300
Malta,1974,36,8.573,15069
Malta,1975,30,5.262,14136
Malta,1976,17,3.724,6971
Malta,1977,62,10.98,75894
Malta,1978,11,5.133,28400
Malta,1979,14,3.398,33679
Malta,1980,12,0.764,5018
Malta,1987,2,0.322,714
Malta,1988,7,8.731,8327
Malta,1989,71,12.999,3742
Malta,1990,19,2.404,4565
Malta,1991,8,0.589,461
Malta,1992,5,0.323,99
Malta,1993,13,3.884,2607
Malta,1994,10,2,2830
Malta,1995,13,3.141,5302
Malta,1996,8,5.091,16015
Malta,1997,9,3.289,14652
Malta,1998,8,0.785,1828
Malta,2000,12,5.305,4764
Malta,2001,13,1.659,2793
Malta,2002,5,0.678,744
Malta,2003,8,1.945,3306
Malta,2004,6,0.523,1652
Malta,2005,8,0.972,1341
Malta,2006,8,7.023,2935
Malta,2007,5,1.106,721
Malta,2008,4,1.522,1771
Malta,2009,3,6.43,7594.5
Malta,2011,3,1.323,606.75
Malta,2012,4,0.622,1126
Mauritius,1969,13,1.605,3774
Mauritius,1970,8,2.073,5214
Mauritius,1971,19,25.845,142916
Mauritius,1972,1,0.15,150
Mauritius,1973,9,29.738,88588
Mauritius,1974,26,8.449,17847
Mauritius,1975,69,70.075,123930
Mauritius,1976,86,67.841,114716
Mauritius,1977,41,9.629,11644
Mauritius,1978,33,42.813,46591
Mauritius,1979,29,64.698,373058
Mauritius,1980,7,3.76,12548
Mauritius,1981,9,5.522,15177
Mauritius,1982,19,6.967,12396
Mauritius,1983,25,12.732,27721
Mauritius,1984,18,5.951,7895
Mauritius,1985,15,10.317,12203
Mauritius,1986,16,1.883,2507
Mauritius,1987,43,11.009,16552
Mauritius,1988,30,9.153,18120
Mauritius,1989,15,4.472,14720
Mauritius,1990,8,1.7,3136
Mauritius,1991,6,0.426,117
Mauritius,1992,9,1.823,5602
Mauritius,1993,4,0.262,248
Mauritius,1994,9,1.138,1462
Mauritius,1995,7,0.296,2165
Mauritius,1996,18,1.631,2727
Mauritius,1997,23,1.889,22202
Mauritius,1998,21,0.908,14093
Mauritius,1999,19,0.881,2778.8
Mauritius,2000,25,3.905,4531.03
Mauritius,2001,25,1.796,6719.67
Mauritius,2002,29,4.034,7439.98
Mauritius,2003,46,3.177,7733.66
Mauritius,2004,47,2.958,114
Mauritius,2005,17,3.64,10309.84
Mauritius,2006,13,1.478,4290
Mauritius,2007,29,4.687,15214.46
Mauritius,2008,15,2.148,15481.94
Mauritius,2011,15,1.336,1500.03
Mauritius,2012,11,0.66,799.28
Mauritius,2015,12,2.621,5939
Mauritius,2016,8,0.854,1764
Mauritius,2017,3,0,0
Mauritius,2018,,0,0
Mauritius,2019,2,0,0
Mauritius,2020,9,0,0
Mauritius,2021,11,0,0
Mauritius,2022,6,0,0
Mauritius,2023,2,0,0
Mauritius,2024,1,0,0
Mexico,1969,144,4.442,
Mexico,1970,206,14.329,
Mexico,1971,204,9.299,
Mexico,1972,207,2.684,
Mexico,1973,211,8.395,
Mexico,1974,742,17.863,
Mexico,1975,236,9.68,
Mexico,1976,547,23.684,
Mexico,1977,476,13.411,
Mexico,1978,758,14.976,
Mexico,1979,795,17.264,
Mexico,1980,1339,42.774,
Mexico,1981,1066,31.512,
Mexico,1982,1925,25.173,1363200
Mexico,1983,216,45.949,775100
Mexico,1984,427,65.359,238000
Mexico,1985,159,57.354,333600
Mexico,1986,312,82.7,1836800
Mexico,1987,174,201,2677100
Mexico,1988,132,117.8,2097500
Mexico,1989,118,57.866,1519500
Mexico,1990,150,49.315,1598700
Mexico,1991,136,64.855,1619500
Mexico,1992,156,91.352,1601900
Mexico,1993,155,31.708,1843000
Mexico,1994,116,27.134,1370400
Mexico,1995,96,12.249,150123
Mexico,1996,51,10.525,163353
Mexico,1997,39,9.375,113288
Mexico,1998,33,10.818,89410
Mexico,1999,32,50.195,65663
Mexico,2000,26,60.015,847201
Mexico,2001,35,23.234,246186
Mexico,2002,45,22.66,371347
Mexico,2003,44,11.797,107604
Mexico,2004,38,24.628,178791
Mexico,2005,50,12.208,222408
Mexico,2006,55,59.788,661401
Mexico,2007,28,10.601,200856
Mexico,2008,21,13.242,286430
Mexico,2009,19,6.32,1477
Mexico,2010,11,7.253,1133
Mexico,2011,13,4.851,49757
Mexico,2012,19,2.98,99029
Mexico,2013,18,8.597,212130
Mexico,2014,0,8.564,0
Mexico,2015,0,4.541,0
Mexico,2016,2,2.147,4785
Mexico,2017,1,2.205,11620
Mexico,2018,0,8.528,0
Mexico,2019,9,14.789,656
Mexico,2020,9,3.008,1126
Mexico,2021,2,4.898,876
Mexico,2022,7,27.079,167
Mongolia,2017,239,5.924,37
Mongolia,2018,90,5.085,413
Mongolia,2019,2,0.109,1
Mongolia,2020,1,0.107,1
Mongolia,2021,1,0.023,1
Mongolia,2022,2,0.686,2
Mongolia,2023,2,0.567,0
Mongolia,2024,9,4.873,0
Morocco,1969,74,17.029,151474
Morocco,1970,97,17.211,81274
Morocco,1971,259,82.027,589334
Morocco,1972,479,100.767,785860
Morocco,1973,462,52.32,353499
Morocco,1974,367,65.463,320631
Morocco,1975,267,35.768,228523
Morocco,1976,521,83.061,479863
Morocco,1977,421,60.433,375802
Morocco,1978,490,73.672,335722
Morocco,1979,779,88.087,429397
Morocco,1980,748,67.25,575135
Morocco,1981,359,38.729,303921
Morocco,1982,480,43.768,290087
Morocco,1983,338,31.07,174796
Morocco,1984,297,38.115,224099
Morocco,1985,222,40.425,223659
Morocco,1986,245,31.653,151054
Morocco,1987,198,37.049,260981
Morocco,1988,124,14.118,122067
Morocco,1989,208,53.19,301841
Morocco,1990,178,21.28,322683
Morocco,1991,364,40.591,381637
Morocco,1992,310,30.896,285786
Morocco,1993,323,46.269,487042
Morocco,1994,388,31.962,504750
Morocco,1995,337,26.044,182553
Morocco,1996,344,29.403,353484
Morocco,1997,370,27.803,231459
Morocco,1998,403,42.531,386303
Morocco,1999,492,43.293,455831
Morocco,2000,484,43.619,395703
Morocco,2001,309,37.259,259906
Morocco,2002,267,21.238,141083
Myanmar,1986,0,0,0
Myanmar,1987,0,0,0
Myanmar,1988,0,0,0
Myanmar,1989,0,0,0
Myanmar,1990,0,0,0
Myanmar,1991,0,0,0
Myanmar,1992,0,0,0
Myanmar,1993,0,0,0
Myanmar,1994,0,0,0
Myanmar,1995,0,0,0
Myanmar,1996,0,0,0
Myanmar,1997,1,1.357,1357
Myanmar,1998,0,0,0
Myanmar,1999,13,2,2000
Myanmar,2000,10,4.875,4875
Myanmar,2001,18,7.226,7226
Myanmar,2002,11,4.55,4550
Myanmar,2003,28,12.979,12979
Myanmar,2004,9,3.723,3723
Myanmar,2005,4,1.25,1250
Myanmar,2006,6,1.109,1109
Myanmar,2007,7,1.019,1019
Myanmar,2008,6,1.087,1087
Namibia,1990,24,6.231,470600
Namibia,1991,8,0.692,17550
Namibia,1992,23,4.778,2592482
Namibia,1993,5,3.783,401056
Namibia,1994,7,,
Nepal,1984,5,,
Nepal,1985,5,,
Nepal,1986,2,,
Nepal,1987,3,,
Nepal,1992,160,,
Nepal,1993,71,,
Nepal,1994,26,,
Nepal,1995,31,,
Nepal,1996,54,,26696
Nepal,1997,54,,68742
Nepal,1998,44,,24753
Nepal,1999,49,,98691
Nepal,2000,36,,174526
Nepal,2001,21,,7206
Nepal,2002,22,,12355
Netherlands,1971,15,35.56,96846
Netherlands,1972,31,19.548,134187
Netherlands,1973,7,58.113,583783
Netherlands,1974,14,2.979,6864
Netherlands,1975,5,0.268,480
Netherlands,1976,11,15.255,13984
Netherlands,1977,44,44.12,246818
Netherlands,1978,32,9.894,5832
Netherlands,1979,57,37.341,308872
Netherlands,1980,22,25.647,56832
Netherlands,1981,11,8.6,24114
Netherlands,1982,12,69.766,215441
Netherlands,1983,9,20.307,118162
Netherlands,1984,16,16.158,29181
Netherlands,1985,45,22.57,89390
Netherlands,1986,35,17.029,38858
Netherlands,1987,28,12.562,58276
Netherlands,1988,38,5.233,8922
Netherlands,1989,27,15.356,23820
Netherlands,1990,29,24.978,206717
Netherlands,1991,28,42.05,96356
Netherlands,1992,23,52.419,85416
Netherlands,1993,12,20.662,44673
Netherlands,1994,17,21.809,47387
Netherlands,1995,14,55,691500
Netherlands,1996,12,8.1,7400
Netherlands,1997,17,7.2,14600
Netherlands,1998,22,30.8,33200
Netherlands,1999,24,58.9,75800
Netherlands,2000,23,10.3,9400
Netherlands,2001,16,37.4,45100
Netherlands,2002,16,28.6,245500
Netherlands,2003,14,104.2,62200
Netherlands,2004,12,104.2,62200
Netherlands,2005,28,29,41700
Netherlands,2006,31,11.3,15800
Netherlands,2007,20,20.7,26400
Netherlands,2008,21,51.9,120600
Netherlands,2009,25,3.6,4600
Netherlands,2010,21,14.1,59200
Netherlands,2011,17,4.71,22000
Netherlands,2012,18,8.96,219400
Netherlands,2013,24,4.5,19400
Netherlands,2014,25,10.2,40900
Netherlands,2015,27,42.4,47600
Netherlands,2016,25,11.1,19200
Netherlands,2017,32,146.9,306300
Netherlands,2018,28,33.7,239100
Netherlands,2019,26,318.7,391000
Netherlands,2020,9,105.3,211000
Netherlands,2021,22,28.2,59300
Netherlands,2022,33,16.5,39400
Netherlands,2023,52,17.4,142100
Netherlands,2024,36,21.3,53700
Netherlands Antilles,1976,10,0.561,653
Netherlands Antilles,1977,8,1.874,2924
Netherlands Antilles,1978,11,4.808,10624
Netherlands Antilles,1979,8,3.914,29915
Netherlands Antilles,1980,4,0.585,1275
Netherlands Antilles,1981,10,1.36,6613
Netherlands Antilles,1982,8,2.082,18452
Netherlands Antilles,1983,8,1.908,10644
Netherlands Antilles,1984,6,0.905,
Netherlands Antilles,1985,10,1.839,11726
Netherlands Antilles,1986,16,3.841,8898
Netherlands Antilles,1987,8,0.606,581
Netherlands Antilles,1988,8,1.018,1349
Netherlands Antilles,1989,15,0.985,990
Netherlands Antilles,1990,24,4.905,22344
Netherlands Antilles,1991,40,6.017,10742
Netherlands Antilles,1992,59,16.961,15407
Netherlands Antilles,1993,39,5.579,8743
Netherlands Antilles,1994,33,4.963,6540
Netherlands Antilles,1995,32,7.018,10887
Netherlands Antilles,1996,31,19.917,15362
Netherlands Antilles,1997,33,3.856,9478
Netherlands Antilles,1998,25,1.669,2512
Netherlands Antilles,1999,36,3.134,2966
Netherlands Antilles,2000,24,3.877,5446
New Caledonia,2006,56,,34360
New Caledonia,2007,52,6151,21259
New Caledonia,2008,48,1958,7913
New Caledonia,2009,65,5397,23486
New Caledonia,2010,53,4601,13763
New Caledonia,2011,47,5454,19238
New Caledonia,2012,41,4081,13123
New Caledonia,2013,21,1448,6670
New Caledonia,2014,18,,
New Caledonia,2015,20,,
New Zealand,1971,313,86.009,162563
New Zealand,1972,266,60.429,134505
New Zealand,1973,394,115.865,271706
New Zealand,1974,380,70.904,183688
New Zealand,1975,428,74.82,214632
New Zealand,1976,487,201.085,488441
New Zealand,1977,562,159.407,436808
New Zealand,1978,411,157.903,380605
New Zealand,1979,523,158.195,381896
New Zealand,1980,360,127.651,373496
New Zealand,1981,291,135.006,388086
New Zealand,1982,333,155.969,330028
New Zealand,1983,333,140.73,371774
New Zealand,1984,364,160.279,424921
New Zealand,1985,383,182.154,756432
New Zealand,1986,215,100.633,1329054
New Zealand,1987,193,80.092,366307
New Zealand,1988,172,103.981,381710
New Zealand,1989,171,78.921,193308
New Zealand,1990,137,50.007,330923
New Zealand,1991,71,51.962,99030
New Zealand,1992,54,26.803,113742
New Zealand,1993,58,21.803,23770
New Zealand,1994,68,16.042,38265
New Zealand,1995,69,32.048,53352
New Zealand,1996,72,42.307,69514
New Zealand,1997,42,7.646,24616
New Zealand,1998,35,15.205,11778
New Zealand,1999,32,10.747,16674
New Zealand,2000,21,2.632,11495
New Zealand,2001,42,22.022,54440
New Zealand,2002,46,23.309,34398
New Zealand,2003,28,5.098,19463
New Zealand,2004,34,6.127,6162
New Zealand,2005,60,17.752,30028
New Zealand,2006,42,10.079,27983
New Zealand,2007,31,4.09,11439
New Zealand,2008,23,,
New Zealand,2009,31,8.951,14088
New Zealand,2010,17,6.394,6285
New Zealand,2011,12,2.098,4850
New Zealand,2012,10,5.179,78589
New Zealand,2013,6,0.27,483
New Zealand,2014,13,1.564,1448
New Zealand,2015,5,1.845,392.5
New Zealand,2016,3,0.43,195
New Zealand,2017,6,0.421,370
New Zealand,2018,143,11.109,192
New Zealand,2019,110,52.042,378
Nicaragua,1989,47,15.242,
Nicaragua,1990,55,2.42,7866
Nicaragua,1991,133,28.835,709988
Nicaragua,1992,85,20.871,184986
Nicaragua,1993,41,7.639,26763
Nicaragua,1994,10,1.109,8931
Nicaragua,1995,11,0.936,3986
Nicaragua,1996,17,2.552,6961
Nicaragua,1997,8,0.448,824
Nicaragua,1998,4,1.193,2513
Nicaragua,1999,0,0.073,73
Nicaragua,2000,0,0,0
Nicaragua,2001,0,0,0
Nicaragua,2002,0,0,0
Nicaragua,2004,1,0.051,51
Niger,1985,6,6.954,1.92
Niger,1986,2,0.04,0.85
Niger,1987,3,4.073,0.72
Niger,1988,9,2.676,3.6
Niger,1989,11,1.254,3.09
Niger,1990,28,1.288,8.01
Niger,1991,3,2.272,0.12
Nigeria,1969,49,20.724,81268
Nigeria,1970,34,20.015,52630
Nigeria,1971,118,79.598,233863
Nigeria,1972,85,29.656,65254
Nigeria,1973,69,43.504,106387
Nigeria,1974,163,62.693,159613
Nigeria,1975,394,214.56,469186
Nigeria,1976,107,55.273,160822
Nigeria,1977,169,143.099,453245
Nigeria,1978,73,67.748,739179
Nigeria,1979,136,223.691,1566475
Nigeria,1980,185,141.676,1353893
Nigeria,1981,237,359.379,2617082
Nigeria,1982,240,1140.882,9188507
Nigeria,1983,154,816.793,7268444
Nigeria,1984,68,44.47,298184
Nigeria,1985,56,18.554,317926
Nigeria,1986,101,28.831,214606
Nigeria,1987,50,38.648,172596
Nigeria,1988,63,23.789,124989
Nigeria,1989,89,104.193,511695
Nigeria,1990,126,275.895,1373540
Nigeria,1991,125,269.53,2588825
Nigeria,1992,187,262.309,1185381
Nigeria,1993,137,1112.052,12908412
Nigeria,1994,156,1498.287,233684771
Nigeria,1995,45,295.69,32776
Nigeria,1996,29,19.826,94664
Nigeria,1997,31,59.977,359801
Nigeria,1998,16,7.694,47631
Nigeria,1999,52,173.858,3158087
Nigeria,2000,49,344.722,6287733
Nigeria,2001,24,57.188,1030199
Nigeria,2002,52,49.155,2578692
Nigeria,2003,77,249.697,5690952
Nigeria,2004,36,127.377,2737399
Nigeria,2005,149,280.606,4308013
Nigeria,2006,189,208.589,7785993
Norway,1971,10,2.519,9105
Norway,1972,9,1.185,12402
Norway,1973,12,2.38,11382
Norway,1974,13,22.149,318433
Norway,1975,22,3.282,12473
Norway,1976,35,21.586,137651
Norway,1977,15,2.429,25049
Norway,1978,14,4.459,62888
Norway,1979,10,2.773,7010
Norway,1980,35,18.752,103807
Norway,1981,17,4.294,28257
Norway,1982,12,24.581,281183
Norway,1983,9,1.018,5897
Norway,1984,21,30.635,104349
Norway,1985,11,6.557,66473
Norway,1986,16,165.742,1030928
Norway,1987,10,2.462,12905
Norway,1988,15,8.332,83254
Norway,1989,14,11.287,16880
Norway,1990,15,60.674,139047
Norway,1991,4,0.396,2564
Norway,1992,16,38.925,365319
Norway,1993,12,6.604,33832
Norway,1994,20,14.735,97213
Norway,1995,11,10.174,50669
Norway,1996,18,53.257,549842
Norway,1997,6,1.305,6972
Norway,1998,36,26.95,286407
Norway,1999,15,0.651,7148
Norway,2000,29,93.889,496568
Norway,2001,3,0.029,619
Norway,2002,16,9.865,150775
Norway,2003,5,0.095,962
Norway,2004,12,9.873,141179
Norway,2005,2,0.591,10998
Norway,2006,12,29.109,146758
Norway,2007,4,0.519,3954
Norway,2008,10,12.963,62568
Norway,2009,,,180
Norway,2010,,0.067,500009
Norway,2011,,0.114,526
Norway,2012,,41.82,360643
Norway,2013,6,1.385,10849
Norway,2014,10,8.983,148009
Norway,2015,7,0.831,25329
Norway,2016,14,8.858,165798
Norway,2017,10,0.401,8942
Norway,2018,11,3.502,24142
Norway,2019,8,1.934,21532
Norway,2020,7,9.4,135800
Norway,2021,12,24,116300
Norway,2022,5,13.9,188200
Norway,2023,5,25.6,75300
Norway,2024,10,4.3,31200
Pakistan,1971,141,107.962,815211
Pakistan,1972,341,125.588,611908
Pakistan,1973,229,126.93,399317
Pakistan,1974,191,141.15,736174
Pakistan,1975,260,129.385,798183
Pakistan,1976,171,77.502,514891
Pakistan,1977,81,49.093,200865
Pakistan,1978,85,58.565,107627
Pakistan,1979,65,38.733,247867
Pakistan,1980,59,24.71,54730
Pakistan,1981,64,47.236,521803
Pakistan,1982,26,22.409,909272
Pakistan,1983,63,29.163,590406
Pakistan,1984,81,30.702,157748
Pakistan,1985,58,35.858,159427
Pakistan,1986,26,12.929,189025
Pakistan,1987,26,12.992,270794
Pakistan,1988,18,8.231,197351
Pakistan,1989,42,29.655,186309
Pakistan,1990,99,61.579,186710
Pakistan,1991,94,116.306,582694
Pakistan,1992,40,73.357,398128
Pakistan,1994,25,15.434,341196
Pakistan,1995,24,10.919,63626
Pakistan,1996,30,18.564,203323
Pakistan,1997,30,7.865,283342
Pakistan,1998,20,6.097,122519
Pakistan,1999,9,5.191,188453
Pakistan,2000,4,0.225,667
Pakistan,2001,4,0.711,7078
Pakistan,2002,4,0.516,12160
Pakistan,2003,17,1.263,7183
"Palestine, State of",2013,33,,83
Panama,1969,9,1.835,968
Panama,1970,6,7.51,13148
Panama,1971,280,15.606,
Panama,1973,11,1.414,
Panama,1974,3,0.232,1063
Panama,1975,6,,
Panama,1976,15,2.08,18939
Panama,1977,4,0.205,915
Panama,1978,3,0.867,3003
Panama,1979,10,1.161,44292
Panama,1980,18,2.438,158744
Panama,1981,16,7.835,248281
Panama,1982,7,1.333,5463
Panama,1983,9,6.677,87267
Panama,1984,12,0.755,15942
Panama,1985,7,0.795,19867
Panama,1986,13,8.057,316497
Panama,1987,7,1.727,450249
Panama,1988,3,0.549,24686
Panama,1989,0,0,0
Panama,1990,0,0,0
Panama,1991,0,0,0
Panama,1992,1,0.052,352
Panama,1993,0,0,0
Panama,1994,1,0.597,4776
Panama,1995,2,0.89,4600
Panama,1996,5,13.924,69520
Panama,1997,1,10.25,3360
Panama,1998,3,269.26,2154130
Panama,1999,9,34.804,14852
Panama,2000,2,0.026,30168
Panama,2001,10,4.172,340623
Panama,2002,4,2.454,3372
Panama,2003,3,0.65,49000
Panama,2004,1,0.007,952
Panama,2005,1,0.02,540
Panama,2006,3,0.395,2109
Panama,2007,4,0.69,249
Panama,2008,7,1.238,31
Panama,2009,10,2.492,64
Panama,2010,6,0.614,10
Panama,2011,1,0.075,4
Panama,2012,1,0.02,1
Panama,2013,1,0.03,3
Panama,2014,2,0.06,16
Panama,2015,2,1.956,19
Panama,2016,2,0.19,2
Panama,2017,0,0,0
Panama,2018,1,80.797,31
Panama,2019,0,0,0
Panama,2020,0,0,0
Panama,2021,4,2.227,316
Panama,2022,4,0.715,36
Panama,2023,3,2.077,9
Panama,2024,2,0.07,6
Papua New Guinea,1975,105,10.205,14839
Papua New Guinea,1976,52,5.207,13207
Papua New Guinea,1977,64,7.713,23671
Papua New Guinea,1978,63,3.726,12046
Papua New Guinea,1979,89,12.191,47586
Papua New Guinea,1980,53,11.311,21395
Papua New Guinea,1981,58,9.53,32966
Papua New Guinea,1982,39,7.226,26975
Papua New Guinea,1983,30,8.029,21350
Papua New Guinea,1984,21,4.73,21747
Papua New Guinea,1985,33,5.51,12893
Papua New Guinea,1989,29,,
Papua New Guinea,1990,13,5.676,26439
Papua New Guinea,1991,4,0.725,1218
Papua New Guinea,1992,11,1.848,6733
Papua New Guinea,1993,10,2.095,5424
Peru,1969,372,91.531,486163
Peru,1970,345,110.99,722732
Peru,1971,377,161.415,1360244
Peru,1972,409,130.643,791250
Peru,1973,788,416.251,1961375
Peru,1974,570,362.737,1676750
Peru,1975,779,617.12,2533625
Peru,1976,440,258.101,852750
Peru,1977,234,1315.361,1726319
Peru,1978,364,1398.387,4518092
Peru,1979,653,841.144,1676342
Peru,1980,739,481.484,2239861
Peru,1981,871,856.915,2496742
Peru,1982,809,572.263,2843875
Peru,1983,643,785.545,2537500
Peru,1984,509,702.859,1727000
Peru,1985,579,237.695,1528500
Peru,1986,648,249.291,2108375
Peru,1987,720,304.1,1133500
Peru,1988,814,679.3,4784375
Peru,1989,667,208.2,1902875
Peru,1990,613,258.234,1883485
Peru,1991,315,180.728,1110110
Peru,1992,219,114.656,289922
Peru,1993,151,41.474,270970
Peru,1994,168,62.94,242075
Peru,1995,102,28.182,131094
Peru,1996,77,36.242,174985
Peru,1997,66,19.196,39926
Peru,1998,58,17.333,40396
Peru,1999,71,52.08,90532
Peru,2000,37,5.28,22711
Peru,2001,40,11.05,61116
Peru,2002,64,22.925,111815
Peru,2003,68,37.323,881362
Peru,2004,107,29.273,582328
Peru,2005,65,19.022,478738
Peru,2006,67,19.565,446584
Peru,2007,73,48.096,2216520
Peru,2008,63,34.011,1520960
Peru,2009,99,36.114,1452466
Peru,2010,83,30.606,1279380
Peru,2011,84,26.77,1799416
Peru,2012,89,25.845,1878696
Peru,2013,94,26.736,1573202
Peru,2014,95,40.681,3153018
Peru,2015,47,32.066,1925632
Peru,2016,41,20.463,3084056
Peru,2017,45,56.61,3006494
Peru,2018,54,21.496,738864
Peru,2019,67,110.154,2085856
Peru,2020,23,127.868,3653184
Peru,2021,38,209.142,3027240
Peru,2022,41,29.145,2122932
Peru,2023,55,77.883,1462009
Peru,2024,63,76.704,2295516
Philippines,1969,122,62.803,1066642
Philippines,1970,104,36.852,994689
Philippines,1971,157,62.138,1429195
Philippines,1972,69,33.396,1003646
Philippines,1976,91,72.689,218067
Philippines,1977,30,30.183,34198
Philippines,1978,47,33.731,156203
Philippines,1979,39,16.728,173881
Philippines,1980,62,20.902,105294
Philippines,1981,260,98.585,795960
Philippines,1982,158,53.824,1670018
Philippines,1983,155,33.638,581291
Philippines,1984,282,65.306,1907762
Philippines,1985,371,111.265,2457716
Philippines,1986,581,169.479,3637862
Philippines,1987,436,89.574,1907667
Philippines,1988,267,75.848,1524791
Philippines,1989,197,56.541,955178
Philippines,1990,183,68.412,1344590
Philippines,1991,182,55.39,1139809
Philippines,1992,136,47.797,723689
Philippines,1993,122,35.119,709584
Philippines,1994,93,48.849,567702
Philippines,1995,94,54.412,584179
Philippines,1996,89,32.322,518860
Philippines,1997,93,51.531,672730
Philippines,1998,92,34.478,556796
Philippines,1999,58,15.517,229248
Philippines,2000,60,21.442,319233
Philippines,2001,43,7.919,206493
Philippines,2002,36,18.24,358152
Philippines,2003,38,10.035,150465
Philippines,2004,25,11.197,53434
Philippines,2005,26,8.496,123329
Philippines,2006,12,1.415,43519
Philippines,2007,6,0.915,12112
Philippines,2008,5,1.115,38711
Philippines,2009,4,1.51,6560
Philippines,2010,8,3.034,34171
Philippines,2011,2,3828,3828
Philippines,2012,3,209,797
Philippines,2014,2,51,1260
Philippines,2015,5,0.73,4882
Philippines,2016,15,3.106,116637
Philippines,2017,9,1.479,24784
Philippines,2018,14,8.102,160763
Philippines,2019,18,3.545,146865
Philippines,2020,5,3.154,143474
Philippines,2022,6,0.622,15489
Philippines,2023,3,0.283,3209
Poland,1987,,,380
Poland,1988,,,291700
Poland,1989,894,353.1,695800
Poland,1990,250,115.7,159000
Poland,1991,305,221.3,517900
Poland,1992,6351,752.5,2360400
Poland,1993,7443,383.2,580400
Poland,1994,429,211.4,561800
Poland,1995,42,18.3,56300
Poland,1996,21,44.3,75000
Poland,1997,35,14.2,27800
Poland,1998,37,16.907,42741
Poland,1999,920,27.149,106893
Poland,2000,44,7.858,74266
Poland,2001,11,1.383,4201
Poland,2002,1,0.013,118
Poland,2003,24,3.034,6551
Poland,2004,2,0.217,358
Poland,2005,8,1.592,413
Poland,2006,27,24.647,31418
Poland,2007,1736,59.909,186213
Poland,2008,12765,209.03,275819
Poland,2009,49,22.354,9141
Poland,2010,79,13.91,14676
Poland,2011,53,18.68,26032
Poland,2012,17,18.733,12853
Poland,2013,93,29.263,10131
Poland,2014,1,,6
Poland,2015,14,19.056,108206
Poland,2016,5,0.709,1.03
Poland,2018,7,2.043,3665
Poland,2019,,228.189,1839859
Poland,2020,27,13.16,5261
Poland,2021,7,1.285,5767
Poland,2022,29,3.804,43390
Poland,2023,14,1.454,1564
Poland,2024,14,9.26,2599
Portugal,1977,332,307.957,309456
Portugal,1978,333,,
Portugal,1979,370,266.513,493003
Portugal,1980,269,289.6,533400
Portugal,1981,602,403.9,
Portugal,1982,528,262.5,456100
Portugal,1983,500,273.6,650700
Portugal,1984,525,230.5,269700
Portugal,1985,476,199,275400
Portugal,1986,363,231.5,381900
Portugal,1987,213,81.3,113200
Portugal,1988,181,155.5,197900
Portugal,1989,307,296.1,387400
Portugal,1990,271,128.9,146500
Portugal,1991,262,119,123800
Portugal,1992,409,131.9,189900
Portugal,1993,230,83.1,79900
Portugal,1994,300,94.4,96800
Portugal,1995,282,60.5,62900
Portugal,1996,274,50.5,52800
Portugal,1997,265,45.9,80100
Portugal,1998,227,44.246,94755
Portugal,1999,200,33.5,67500
Portugal,2000,250,38.83,40545
Portugal,2001,208,26.058,41570
Portugal,2002,250,80.168,108062
